id,category,value
148119,CategoryA,210
148120,CategoryC,160
148121,CategoryA,100
148122,CategoryB,200
148123,CategoryA,150
148124,CategoryC,300
148125,CategoryB,250
148126,CategoryA,180
148127,CategoryC,220
148128,CategoryB,190
148129,CategoryA,210
148130,CategoryC,160
148131,CategoryA,100
148132,CategoryB,200
148133,CategoryA,150
148134,CategoryC,300
148135,CategoryB,250
148136,CategoryA,180
148137,CategoryC,220
148138,CategoryB,190
148139,CategoryA,210
148140,CategoryC,160
148141,CategoryA,100
148142,CategoryB,200
148143,CategoryA,150
148144,CategoryC,300
148145,CategoryB,250
148146,CategoryA,180
148147,CategoryC,220
148148,CategoryB,190
148149,CategoryA,210
148150,CategoryC,160
148151,CategoryA,100
148152,CategoryB,200
148153,CategoryA,150
148154,CategoryC,300
148155,CategoryB,250
148156,CategoryA,180
148157,CategoryC,220
148158,CategoryB,190
148159,CategoryA,210
148160,CategoryC,160
148161,CategoryA,100
148162,CategoryB,200
148163,CategoryA,150
148164,CategoryC,300
148165,CategoryB,250
148166,CategoryA,180
148167,CategoryC,220
148168,CategoryB,190
148169,CategoryA,210
148170,CategoryC,160
148171,CategoryA,100
148172,CategoryB,200
148173,CategoryA,150
148174,CategoryC,300
148175,CategoryB,250
148176,CategoryA,180
148177,CategoryC,220
148178,CategoryB,190
148179,CategoryA,210
148180,CategoryC,160
148181,CategoryA,100
148182,CategoryB,200
148183,CategoryA,150
148184,CategoryC,300
148185,CategoryB,250
148186,CategoryA,180
148187,CategoryC,220
148188,CategoryB,190
148189,CategoryA,210
148190,CategoryC,160
148191,CategoryA,100
148192,CategoryB,200
148193,CategoryA,150
148194,CategoryC,300
148195,CategoryB,250
148196,CategoryA,180
148197,CategoryC,220
148198,CategoryB,190
148199,CategoryA,210
148200,CategoryC,160
148201,CategoryA,100
148202,CategoryB,200
148203,CategoryA,150
148204,CategoryC,300
148205,CategoryB,250
148206,CategoryA,180
148207,CategoryC,220
148208,CategoryB,190
148209,CategoryA,210
148210,CategoryC,160
148211,CategoryA,100
148212,CategoryB,200
148213,CategoryA,150
148214,CategoryC,300
148215,CategoryB,250
148216,CategoryA,180
148217,CategoryC,220
148218,CategoryB,190
148219,CategoryA,210
148220,CategoryC,160
148221,CategoryA,100
148222,CategoryB,200
148223,CategoryA,150
148224,CategoryC,300
148225,CategoryB,250
148226,CategoryA,180
148227,CategoryC,220
148228,CategoryB,190
148229,CategoryA,210
148230,CategoryC,160
148231,CategoryA,100
148232,CategoryB,200
148233,CategoryA,150
148234,CategoryC,300
148235,CategoryB,250
148236,CategoryA,180
148237,CategoryC,220
148238,CategoryB,190
148239,CategoryA,210
148240,CategoryC,160
148241,CategoryA,100
148242,CategoryB,200
148243,CategoryA,150
148244,CategoryC,300
148245,CategoryB,250
148246,CategoryA,180
148247,CategoryC,220
148248,CategoryB,190
148249,CategoryA,210
148250,CategoryC,160
148251,CategoryA,100
148252,CategoryB,200
148253,CategoryA,150
148254,CategoryC,300
148255,CategoryB,250
148256,CategoryA,180
148257,CategoryC,220
148258,CategoryB,190
148259,CategoryA,210
148260,CategoryC,160
148261,CategoryA,100
148262,CategoryB,200
148263,CategoryA,150
148264,CategoryC,300
148265,CategoryB,250
148266,CategoryA,180
148267,CategoryC,220
148268,CategoryB,190
148269,CategoryA,210
148270,CategoryC,160
148271,CategoryA,100
148272,CategoryB,200
148273,CategoryA,150
148274,CategoryC,300
148275,CategoryB,250
148276,CategoryA,180
148277,CategoryC,220
148278,CategoryB,190
148279,CategoryA,210
148280,CategoryC,160
148281,CategoryA,100
148282,CategoryB,200
148283,CategoryA,150
148284,CategoryC,300
148285,CategoryB,250
148286,CategoryA,180
148287,CategoryC,220
148288,CategoryB,190
148289,CategoryA,210
148290,CategoryC,160
148291,CategoryA,100
148292,CategoryB,200
148293,CategoryA,150
148294,CategoryC,300
148295,CategoryB,250
148296,CategoryA,180
148297,CategoryC,220
148298,CategoryB,190
148299,CategoryA,210
148300,CategoryC,160
148301,CategoryA,100
148302,CategoryB,200
148303,CategoryA,150
148304,CategoryC,300
148305,CategoryB,250
148306,CategoryA,180
148307,CategoryC,220
148308,CategoryB,190
148309,CategoryA,210
148310,CategoryC,160
148311,CategoryA,100
148312,CategoryB,200
148313,CategoryA,150
148314,CategoryC,300
148315,CategoryB,250
148316,CategoryA,180
148317,CategoryC,220
148318,CategoryB,190
148319,CategoryA,210
148320,CategoryC,160
148321,CategoryA,100
148322,CategoryB,200
148323,CategoryA,150
148324,CategoryC,300
148325,CategoryB,250
148326,CategoryA,180
148327,CategoryC,220
148328,CategoryB,190
148329,CategoryA,210
148330,CategoryC,160
148331,CategoryA,100
148332,CategoryB,200
148333,CategoryA,150
148334,CategoryC,300
148335,CategoryB,250
148336,CategoryA,180
148337,CategoryC,220
148338,CategoryB,190
148339,CategoryA,210
148340,CategoryC,160
148341,CategoryA,100
148342,CategoryB,200
148343,CategoryA,150
148344,CategoryC,300
148345,CategoryB,250
148346,CategoryA,180
148347,CategoryC,220
148348,CategoryB,190
148349,CategoryA,210
148350,CategoryC,160
148351,CategoryA,100
148352,CategoryB,200
148353,CategoryA,150
148354,CategoryC,300
148355,CategoryB,250
148356,CategoryA,180
148357,CategoryC,220
148358,CategoryB,190
148359,CategoryA,210
148360,CategoryC,160
148361,CategoryA,100
148362,CategoryB,200
148363,CategoryA,150
148364,CategoryC,300
148365,CategoryB,250
148366,CategoryA,180
148367,CategoryC,220
148368,CategoryB,190
148369,CategoryA,210
148370,CategoryC,160
148371,CategoryA,100
148372,CategoryB,200
148373,CategoryA,150
148374,CategoryC,300
148375,CategoryB,250
148376,CategoryA,180
148377,CategoryC,220
148378,CategoryB,190
148379,CategoryA,210
148380,CategoryC,160
148381,CategoryA,100
148382,CategoryB,200
148383,CategoryA,150
148384,CategoryC,300
148385,CategoryB,250
148386,CategoryA,180
148387,CategoryC,220
148388,CategoryB,190
148389,CategoryA,210
148390,CategoryC,160
148391,CategoryA,100
148392,CategoryB,200
148393,CategoryA,150
148394,CategoryC,300
148395,CategoryB,250
148396,CategoryA,180
148397,CategoryC,220
148398,CategoryB,190
148399,CategoryA,210
148400,CategoryC,160
148401,CategoryA,100
148402,CategoryB,200
148403,CategoryA,150
148404,CategoryC,300
148405,CategoryB,250
148406,CategoryA,180
148407,CategoryC,220
148408,CategoryB,190
148409,CategoryA,210
148410,CategoryC,160
148411,CategoryA,100
148412,CategoryB,200
148413,CategoryA,150
148414,CategoryC,300
148415,CategoryB,250
148416,CategoryA,180
148417,CategoryC,220
148418,CategoryB,190
148419,CategoryA,210
148420,CategoryC,160
148421,CategoryA,100
148422,CategoryB,200
148423,CategoryA,150
148424,CategoryC,300
148425,CategoryB,250
148426,CategoryA,180
148427,CategoryC,220
148428,CategoryB,190
148429,CategoryA,210
148430,CategoryC,160
148431,CategoryA,100
148432,CategoryB,200
148433,CategoryA,150
148434,CategoryC,300
148435,CategoryB,250
148436,CategoryA,180
148437,CategoryC,220
148438,CategoryB,190
148439,CategoryA,210
148440,CategoryC,160
148441,CategoryA,100
148442,CategoryB,200
148443,CategoryA,150
148444,CategoryC,300
148445,CategoryB,250
148446,CategoryA,180
148447,CategoryC,220
148448,CategoryB,190
148449,CategoryA,210
148450,CategoryC,160
148451,CategoryA,100
148452,CategoryB,200
148453,CategoryA,150
148454,CategoryC,300
148455,CategoryB,250
148456,CategoryA,180
148457,CategoryC,220
148458,CategoryB,190
148459,CategoryA,210
148460,CategoryC,160
148461,CategoryA,100
148462,CategoryB,200
148463,CategoryA,150
148464,CategoryC,300
148465,CategoryB,250
148466,CategoryA,180
148467,CategoryC,220
148468,CategoryB,190
148469,CategoryA,210
148470,CategoryC,160
148471,CategoryA,100
148472,CategoryB,200
148473,CategoryA,150
148474,CategoryC,300
148475,CategoryB,250
148476,CategoryA,180
148477,CategoryC,220
148478,CategoryB,190
148479,CategoryA,210
148480,CategoryC,160
148481,CategoryA,100
148482,CategoryB,200
148483,CategoryA,150
148484,CategoryC,300
148485,CategoryB,250
148486,CategoryA,180
148487,CategoryC,220
148488,CategoryB,190
148489,CategoryA,210
148490,CategoryC,160
148491,CategoryA,100
148492,CategoryB,200
148493,CategoryA,150
148494,CategoryC,300
148495,CategoryB,250
148496,CategoryA,180
148497,CategoryC,220
148498,CategoryB,190
148499,CategoryA,210
148500,CategoryC,160
148501,CategoryA,100
148502,CategoryB,200
148503,CategoryA,150
148504,CategoryC,300
148505,CategoryB,250
148506,CategoryA,180
148507,CategoryC,220
148508,CategoryB,190
148509,CategoryA,210
148510,CategoryC,160
148511,CategoryA,100
148512,CategoryB,200
148513,CategoryA,150
148514,CategoryC,300
148515,CategoryB,250
148516,CategoryA,180
148517,CategoryC,220
148518,CategoryB,190
148519,CategoryA,210
148520,CategoryC,160
148521,CategoryA,100
148522,CategoryB,200
148523,CategoryA,150
148524,CategoryC,300
148525,CategoryB,250
148526,CategoryA,180
148527,CategoryC,220
148528,CategoryB,190
148529,CategoryA,210
148530,CategoryC,160
148531,CategoryA,100
148532,CategoryB,200
148533,CategoryA,150
148534,CategoryC,300
148535,CategoryB,250
148536,CategoryA,180
148537,CategoryC,220
148538,CategoryB,190
148539,CategoryA,210
148540,CategoryC,160
148541,CategoryA,100
148542,CategoryB,200
148543,CategoryA,150
148544,CategoryC,300
148545,CategoryB,250
148546,CategoryA,180
148547,CategoryC,220
148548,CategoryB,190
148549,CategoryA,210
148550,CategoryC,160
148551,CategoryA,100
148552,CategoryB,200
148553,CategoryA,150
148554,CategoryC,300
148555,CategoryB,250
148556,CategoryA,180
148557,CategoryC,220
148558,CategoryB,190
148559,CategoryA,210
148560,CategoryC,160
148561,CategoryA,100
148562,CategoryB,200
148563,CategoryA,150
148564,CategoryC,300
148565,CategoryB,250
148566,CategoryA,180
148567,CategoryC,220
148568,CategoryB,190
148569,CategoryA,210
148570,CategoryC,160
148571,CategoryA,100
148572,CategoryB,200
148573,CategoryA,150
148574,CategoryC,300
148575,CategoryB,250
148576,CategoryA,180
148577,CategoryC,220
148578,CategoryB,190
148579,CategoryA,210
148580,CategoryC,160
148581,CategoryA,100
148582,CategoryB,200
148583,CategoryA,150
148584,CategoryC,300
148585,CategoryB,250
148586,CategoryA,180
148587,CategoryC,220
148588,CategoryB,190
148589,CategoryA,210
148590,CategoryC,160
148591,CategoryA,100
148592,CategoryB,200
148593,CategoryA,150
148594,CategoryC,300
148595,CategoryB,250
148596,CategoryA,180
148597,CategoryC,220
148598,CategoryB,190
148599,CategoryA,210
148600,CategoryC,160
148601,CategoryA,100
148602,CategoryB,200
148603,CategoryA,150
148604,CategoryC,300
148605,CategoryB,250
148606,CategoryA,180
148607,CategoryC,220
148608,CategoryB,190
148609,CategoryA,210
148610,CategoryC,160
148611,CategoryA,100
148612,CategoryB,200
148613,CategoryA,150
148614,CategoryC,300
148615,CategoryB,250
148616,CategoryA,180
148617,CategoryC,220
148618,CategoryB,190
148619,CategoryA,210
148620,CategoryC,160
148621,CategoryA,100
148622,CategoryB,200
148623,CategoryA,150
148624,CategoryC,300
148625,CategoryB,250
148626,CategoryA,180
148627,CategoryC,220
148628,CategoryB,190
148629,CategoryA,210
148630,CategoryC,160
148631,CategoryA,100
148632,CategoryB,200
148633,CategoryA,150
148634,CategoryC,300
148635,CategoryB,250
148636,CategoryA,180
148637,CategoryC,220
148638,CategoryB,190
148639,CategoryA,210
148640,CategoryC,160
148641,CategoryA,100
148642,CategoryB,200
148643,CategoryA,150
148644,CategoryC,300
148645,CategoryB,250
148646,CategoryA,180
148647,CategoryC,220
148648,CategoryB,190
148649,CategoryA,210
148650,CategoryC,160
148651,CategoryA,100
148652,CategoryB,200
148653,CategoryA,150
148654,CategoryC,300
148655,CategoryB,250
148656,CategoryA,180
148657,CategoryC,220
148658,CategoryB,190
148659,CategoryA,210
148660,CategoryC,160
148661,CategoryA,100
148662,CategoryB,200
148663,CategoryA,150
148664,CategoryC,300
148665,CategoryB,250
148666,CategoryA,180
148667,CategoryC,220
148668,CategoryB,190
148669,CategoryA,210
148670,CategoryC,160
148671,CategoryA,100
148672,CategoryB,200
148673,CategoryA,150
148674,CategoryC,300
148675,CategoryB,250
148676,CategoryA,180
148677,CategoryC,220
148678,CategoryB,190
148679,CategoryA,210
148680,CategoryC,160
148681,CategoryA,100
148682,CategoryB,200
148683,CategoryA,150
148684,CategoryC,300
148685,CategoryB,250
148686,CategoryA,180
148687,CategoryC,220
148688,CategoryB,190
148689,CategoryA,210
148690,CategoryC,160
148691,CategoryA,100
148692,CategoryB,200
148693,CategoryA,150
148694,CategoryC,300
148695,CategoryB,250
148696,CategoryA,180
148697,CategoryC,220
148698,CategoryB,190
148699,CategoryA,210
148700,CategoryC,160
148701,CategoryA,100
148702,CategoryB,200
148703,CategoryA,150
148704,CategoryC,300
148705,CategoryB,250
148706,CategoryA,180
148707,CategoryC,220
148708,CategoryB,190
148709,CategoryA,210
148710,CategoryC,160
148711,CategoryA,100
148712,CategoryB,200
148713,CategoryA,150
148714,CategoryC,300
148715,CategoryB,250
148716,CategoryA,180
148717,CategoryC,220
148718,CategoryB,190
148719,CategoryA,210
148720,CategoryC,160
148721,CategoryA,100
148722,CategoryB,200
148723,CategoryA,150
148724,CategoryC,300
148725,CategoryB,250
148726,CategoryA,180
148727,CategoryC,220
148728,CategoryB,190
148729,CategoryA,210
148730,CategoryC,160
148731,CategoryA,100
148732,CategoryB,200
148733,CategoryA,150
148734,CategoryC,300
148735,CategoryB,250
148736,CategoryA,180
148737,CategoryC,220
148738,CategoryB,190
148739,CategoryA,210
148740,CategoryC,160
148741,CategoryA,100
148742,CategoryB,200
148743,CategoryA,150
148744,CategoryC,300
148745,CategoryB,250
148746,CategoryA,180
148747,CategoryC,220
148748,CategoryB,190
148749,CategoryA,210
148750,CategoryC,160
148751,CategoryA,100
148752,CategoryB,200
148753,CategoryA,150
148754,CategoryC,300
148755,CategoryB,250
148756,CategoryA,180
148757,CategoryC,220
148758,CategoryB,190
148759,CategoryA,210
148760,CategoryC,160
148761,CategoryA,100
148762,CategoryB,200
148763,CategoryA,150
148764,CategoryC,300
148765,CategoryB,250
148766,CategoryA,180
148767,CategoryC,220
148768,CategoryB,190
148769,CategoryA,210
148770,CategoryC,160
148771,CategoryA,100
148772,CategoryB,200
148773,CategoryA,150
148774,CategoryC,300
148775,CategoryB,250
148776,CategoryA,180
148777,CategoryC,220
148778,CategoryB,190
148779,CategoryA,210
148780,CategoryC,160
148781,CategoryA,100
148782,CategoryB,200
148783,CategoryA,150
148784,CategoryC,300
148785,CategoryB,250
148786,CategoryA,180
148787,CategoryC,220
148788,CategoryB,190
148789,CategoryA,210
148790,CategoryC,160
148791,CategoryA,100
148792,CategoryB,200
148793,CategoryA,150
148794,CategoryC,300
148795,CategoryB,250
148796,CategoryA,180
148797,CategoryC,220
148798,CategoryB,190
148799,CategoryA,210
148800,CategoryC,160
148801,CategoryA,100
148802,CategoryB,200
148803,CategoryA,150
148804,CategoryC,300
148805,CategoryB,250
148806,CategoryA,180
148807,CategoryC,220
148808,CategoryB,190
148809,CategoryA,210
148810,CategoryC,160
148811,CategoryA,100
148812,CategoryB,200
148813,CategoryA,150
148814,CategoryC,300
148815,CategoryB,250
148816,CategoryA,180
148817,CategoryC,220
148818,CategoryB,190
148819,CategoryA,210
148820,CategoryC,160
148821,CategoryA,100
148822,CategoryB,200
148823,CategoryA,150
148824,CategoryC,300
148825,CategoryB,250
148826,CategoryA,180
148827,CategoryC,220
148828,CategoryB,190
148829,CategoryA,210
148830,CategoryC,160
148831,CategoryA,100
148832,CategoryB,200
148833,CategoryA,150
148834,CategoryC,300
148835,CategoryB,250
148836,CategoryA,180
148837,CategoryC,220
148838,CategoryB,190
148839,CategoryA,210
148840,CategoryC,160
148841,CategoryA,100
148842,CategoryB,200
148843,CategoryA,150
148844,CategoryC,300
148845,CategoryB,250
148846,CategoryA,180
148847,CategoryC,220
148848,CategoryB,190
148849,CategoryA,210
148850,CategoryC,160
148851,CategoryA,100
148852,CategoryB,200
148853,CategoryA,150
148854,CategoryC,300
148855,CategoryB,250
148856,CategoryA,180
148857,CategoryC,220
148858,CategoryB,190
148859,CategoryA,210
148860,CategoryC,160
148861,CategoryA,100
148862,CategoryB,200
148863,CategoryA,150
148864,CategoryC,300
148865,CategoryB,250
148866,CategoryA,180
148867,CategoryC,220
148868,CategoryB,190
148869,CategoryA,210
148870,CategoryC,160
148871,CategoryA,100
148872,CategoryB,200
148873,CategoryA,150
148874,CategoryC,300
148875,CategoryB,250
148876,CategoryA,180
148877,CategoryC,220
148878,CategoryB,190
148879,CategoryA,210
148880,CategoryC,160
148881,CategoryA,100
148882,CategoryB,200
148883,CategoryA,150
148884,CategoryC,300
148885,CategoryB,250
148886,CategoryA,180
148887,CategoryC,220
148888,CategoryB,190
148889,CategoryA,210
148890,CategoryC,160
148891,CategoryA,100
148892,CategoryB,200
148893,CategoryA,150
148894,CategoryC,300
148895,CategoryB,250
148896,CategoryA,180
148897,CategoryC,220
148898,CategoryB,190
148899,CategoryA,210
148900,CategoryC,160
148901,CategoryA,100
148902,CategoryB,200
148903,CategoryA,150
148904,CategoryC,300
148905,CategoryB,250
148906,CategoryA,180
148907,CategoryC,220
148908,CategoryB,190
148909,CategoryA,210
148910,CategoryC,160
148911,CategoryA,100
148912,CategoryB,200
148913,CategoryA,150
148914,CategoryC,300
148915,CategoryB,250
148916,CategoryA,180
148917,CategoryC,220
148918,CategoryB,190
148919,CategoryA,210
148920,CategoryC,160
148921,CategoryA,100
148922,CategoryB,200
148923,CategoryA,150
148924,CategoryC,300
148925,CategoryB,250
148926,CategoryA,180
148927,CategoryC,220
148928,CategoryB,190
148929,CategoryA,210
148930,CategoryC,160
148931,CategoryA,100
148932,CategoryB,200
148933,CategoryA,150
148934,CategoryC,300
148935,CategoryB,250
148936,CategoryA,180
148937,CategoryC,220
148938,CategoryB,190
148939,CategoryA,210
148940,CategoryC,160
148941,CategoryA,100
148942,CategoryB,200
148943,CategoryA,150
148944,CategoryC,300
148945,CategoryB,250
148946,CategoryA,180
148947,CategoryC,220
148948,CategoryB,190
148949,CategoryA,210
148950,CategoryC,160
148951,CategoryA,100
148952,CategoryB,200
148953,CategoryA,150
148954,CategoryC,300
148955,CategoryB,250
148956,CategoryA,180
148957,CategoryC,220
148958,CategoryB,190
148959,CategoryA,210
148960,CategoryC,160
148961,CategoryA,100
148962,CategoryB,200
148963,CategoryA,150
148964,CategoryC,300
148965,CategoryB,250
148966,CategoryA,180
148967,CategoryC,220
148968,CategoryB,190
148969,CategoryA,210
148970,CategoryC,160
148971,CategoryA,100
148972,CategoryB,200
148973,CategoryA,150
148974,CategoryC,300
148975,CategoryB,250
148976,CategoryA,180
148977,CategoryC,220
148978,CategoryB,190
148979,CategoryA,210
148980,CategoryC,160
148981,CategoryA,100
148982,CategoryB,200
148983,CategoryA,150
148984,CategoryC,300
148985,CategoryB,250
148986,CategoryA,180
148987,CategoryC,220
148988,CategoryB,190
148989,CategoryA,210
148990,CategoryC,160
148991,CategoryA,100
148992,CategoryB,200
148993,CategoryA,150
148994,CategoryC,300
148995,CategoryB,250
148996,CategoryA,180
148997,CategoryC,220
148998,CategoryB,190
148999,CategoryA,210
149000,CategoryC,160
149001,CategoryA,100
149002,CategoryB,200
149003,CategoryA,150
149004,CategoryC,300
149005,CategoryB,250
149006,CategoryA,180
149007,CategoryC,220
149008,CategoryB,190
149009,CategoryA,210
149010,CategoryC,160
149011,CategoryA,100
149012,CategoryB,200
149013,CategoryA,150
149014,CategoryC,300
149015,CategoryB,250
149016,CategoryA,180
149017,CategoryC,220
149018,CategoryB,190
149019,CategoryA,210
149020,CategoryC,160
149021,CategoryA,100
149022,CategoryB,200
149023,CategoryA,150
149024,CategoryC,300
149025,CategoryB,250
149026,CategoryA,180
149027,CategoryC,220
149028,CategoryB,190
149029,CategoryA,210
149030,CategoryC,160
149031,CategoryA,100
149032,CategoryB,200
149033,CategoryA,150
149034,CategoryC,300
149035,CategoryB,250
149036,CategoryA,180
149037,CategoryC,220
149038,CategoryB,190
149039,CategoryA,210
149040,CategoryC,160
149041,CategoryA,100
149042,CategoryB,200
149043,CategoryA,150
149044,CategoryC,300
149045,CategoryB,250
149046,CategoryA,180
149047,CategoryC,220
149048,CategoryB,190
149049,CategoryA,210
149050,CategoryC,160
149051,CategoryA,100
149052,CategoryB,200
149053,CategoryA,150
149054,CategoryC,300
149055,CategoryB,250
149056,CategoryA,180
149057,CategoryC,220
149058,CategoryB,190
149059,CategoryA,210
149060,CategoryC,160
149061,CategoryA,100
149062,CategoryB,200
149063,CategoryA,150
149064,CategoryC,300
149065,CategoryB,250
149066,CategoryA,180
149067,CategoryC,220
149068,CategoryB,190
149069,CategoryA,210
149070,CategoryC,160
149071,CategoryA,100
149072,CategoryB,200
149073,CategoryA,150
149074,CategoryC,300
149075,CategoryB,250
149076,CategoryA,180
149077,CategoryC,220
149078,CategoryB,190
149079,CategoryA,210
149080,CategoryC,160
149081,CategoryA,100
149082,CategoryB,200
149083,CategoryA,150
149084,CategoryC,300
149085,CategoryB,250
149086,CategoryA,180
149087,CategoryC,220
149088,CategoryB,190
149089,CategoryA,210
149090,CategoryC,160
149091,CategoryA,100
149092,CategoryB,200
149093,CategoryA,150
149094,CategoryC,300
149095,CategoryB,250
149096,CategoryA,180
149097,CategoryC,220
149098,CategoryB,190
149099,CategoryA,210
149100,CategoryC,160
149101,CategoryA,100
149102,CategoryB,200
149103,CategoryA,150
149104,CategoryC,300
149105,CategoryB,250
149106,CategoryA,180
149107,CategoryC,220
149108,CategoryB,190
149109,CategoryA,210
149110,CategoryC,160
149111,CategoryA,100
149112,CategoryB,200
149113,CategoryA,150
149114,CategoryC,300
149115,CategoryB,250
149116,CategoryA,180
149117,CategoryC,220
149118,CategoryB,190
149119,CategoryA,210
149120,CategoryC,160
149121,CategoryA,100
149122,CategoryB,200
149123,CategoryA,150
149124,CategoryC,300
149125,CategoryB,250
149126,CategoryA,180
149127,CategoryC,220
149128,CategoryB,190
149129,CategoryA,210
149130,CategoryC,160
149131,CategoryA,100
149132,CategoryB,200
149133,CategoryA,150
149134,CategoryC,300
149135,CategoryB,250
149136,CategoryA,180
149137,CategoryC,220
149138,CategoryB,190
149139,CategoryA,210
149140,CategoryC,160
149141,CategoryA,100
149142,CategoryB,200
149143,CategoryA,150
149144,CategoryC,300
149145,CategoryB,250
149146,CategoryA,180
149147,CategoryC,220
149148,CategoryB,190
149149,CategoryA,210
149150,CategoryC,160
149151,CategoryA,100
149152,CategoryB,200
149153,CategoryA,150
149154,CategoryC,300
149155,CategoryB,250
149156,CategoryA,180
149157,CategoryC,220
149158,CategoryB,190
149159,CategoryA,210
149160,CategoryC,160
149161,CategoryA,100
149162,CategoryB,200
149163,CategoryA,150
149164,CategoryC,300
149165,CategoryB,250
149166,CategoryA,180
149167,CategoryC,220
149168,CategoryB,190
149169,CategoryA,210
149170,CategoryC,160
149171,CategoryA,100
149172,CategoryB,200
149173,CategoryA,150
149174,CategoryC,300
149175,CategoryB,250
149176,CategoryA,180
149177,CategoryC,220
149178,CategoryB,190
149179,CategoryA,210
149180,CategoryC,160
149181,CategoryA,100
149182,CategoryB,200
149183,CategoryA,150
149184,CategoryC,300
149185,CategoryB,250
149186,CategoryA,180
149187,CategoryC,220
149188,CategoryB,190
149189,CategoryA,210
149190,CategoryC,160
149191,CategoryA,100
149192,CategoryB,200
149193,CategoryA,150
149194,CategoryC,300
149195,CategoryB,250
149196,CategoryA,180
149197,CategoryC,220
149198,CategoryB,190
149199,CategoryA,210
149200,CategoryC,160
149201,CategoryA,100
149202,CategoryB,200
149203,CategoryA,150
149204,CategoryC,300
149205,CategoryB,250
149206,CategoryA,180
149207,CategoryC,220
149208,CategoryB,190
149209,CategoryA,210
149210,CategoryC,160
149211,CategoryA,100
149212,CategoryB,200
149213,CategoryA,150
149214,CategoryC,300
149215,CategoryB,250
149216,CategoryA,180
149217,CategoryC,220
149218,CategoryB,190
149219,CategoryA,210
149220,CategoryC,160
149221,CategoryA,100
149222,CategoryB,200
149223,CategoryA,150
149224,CategoryC,300
149225,CategoryB,250
149226,CategoryA,180
149227,CategoryC,220
149228,CategoryB,190
149229,CategoryA,210
149230,CategoryC,160
149231,CategoryA,100
149232,CategoryB,200
149233,CategoryA,150
149234,CategoryC,300
149235,CategoryB,250
149236,CategoryA,180
149237,CategoryC,220
149238,CategoryB,190
149239,CategoryA,210
149240,CategoryC,160
149241,CategoryA,100
149242,CategoryB,200
149243,CategoryA,150
149244,CategoryC,300
149245,CategoryB,250
149246,CategoryA,180
149247,CategoryC,220
149248,CategoryB,190
149249,CategoryA,210
149250,CategoryC,160
149251,CategoryA,100
149252,CategoryB,200
149253,CategoryA,150
149254,CategoryC,300
149255,CategoryB,250
149256,CategoryA,180
149257,CategoryC,220
149258,CategoryB,190
149259,CategoryA,210
149260,CategoryC,160
149261,CategoryA,100
149262,CategoryB,200
149263,CategoryA,150
149264,CategoryC,300
149265,CategoryB,250
149266,CategoryA,180
149267,CategoryC,220
149268,CategoryB,190
149269,CategoryA,210
149270,CategoryC,160
149271,CategoryA,100
149272,CategoryB,200
149273,CategoryA,150
149274,CategoryC,300
149275,CategoryB,250
149276,CategoryA,180
149277,CategoryC,220
149278,CategoryB,190
149279,CategoryA,210
149280,CategoryC,160
149281,CategoryA,100
149282,CategoryB,200
149283,CategoryA,150
149284,CategoryC,300
149285,CategoryB,250
149286,CategoryA,180
149287,CategoryC,220
149288,CategoryB,190
149289,CategoryA,210
149290,CategoryC,160
149291,CategoryA,100
149292,CategoryB,200
149293,CategoryA,150
149294,CategoryC,300
149295,CategoryB,250
149296,CategoryA,180
149297,CategoryC,220
149298,CategoryB,190
149299,CategoryA,210
149300,CategoryC,160
149301,CategoryA,100
149302,CategoryB,200
149303,CategoryA,150
149304,CategoryC,300
149305,CategoryB,250
149306,CategoryA,180
149307,CategoryC,220
149308,CategoryB,190
149309,CategoryA,210
149310,CategoryC,160
149311,CategoryA,100
149312,CategoryB,200
149313,CategoryA,150
149314,CategoryC,300
149315,CategoryB,250
149316,CategoryA,180
149317,CategoryC,220
149318,CategoryB,190
149319,CategoryA,210
149320,CategoryC,160
149321,CategoryA,100
149322,CategoryB,200
149323,CategoryA,150
149324,CategoryC,300
149325,CategoryB,250
149326,CategoryA,180
149327,CategoryC,220
149328,CategoryB,190
149329,CategoryA,210
149330,CategoryC,160
149331,CategoryA,100
149332,CategoryB,200
149333,CategoryA,150
149334,CategoryC,300
149335,CategoryB,250
149336,CategoryA,180
149337,CategoryC,220
149338,CategoryB,190
149339,CategoryA,210
149340,CategoryC,160
149341,CategoryA,100
149342,CategoryB,200
149343,CategoryA,150
149344,CategoryC,300
149345,CategoryB,250
149346,CategoryA,180
149347,CategoryC,220
149348,CategoryB,190
149349,CategoryA,210
149350,CategoryC,160
149351,CategoryA,100
149352,CategoryB,200
149353,CategoryA,150
149354,CategoryC,300
149355,CategoryB,250
149356,CategoryA,180
149357,CategoryC,220
149358,CategoryB,190
149359,CategoryA,210
149360,CategoryC,160
149361,CategoryA,100
149362,CategoryB,200
149363,CategoryA,150
149364,CategoryC,300
149365,CategoryB,250
149366,CategoryA,180
149367,CategoryC,220
149368,CategoryB,190
149369,CategoryA,210
149370,CategoryC,160
149371,CategoryA,100
149372,CategoryB,200
149373,CategoryA,150
149374,CategoryC,300
149375,CategoryB,250
149376,CategoryA,180
149377,CategoryC,220
149378,CategoryB,190
149379,CategoryA,210
149380,CategoryC,160
149381,CategoryA,100
149382,CategoryB,200
149383,CategoryA,150
149384,CategoryC,300
149385,CategoryB,250
149386,CategoryA,180
149387,CategoryC,220
149388,CategoryB,190
149389,CategoryA,210
149390,CategoryC,160
